stop_sequence,stop_id,schedule_relationship,arrival_delay,arrival_time,arrival_uncertainty,departure_delay,departure_time,departure_uncertainty
10,3114,SCHEDULED,-43,1658407757,30,-43,1658407757,30
11,3116,SCHEDULED,-15,1658407785,30,-15,1658407785,30
12,6394,SCHEDULED,-31,1658407829,30,-31,1658407829,30
13,6395,SCHEDULED,-11,1658407849,30,-11,1658407849,30
14,6397,SCHEDULED,-39,1658407881,30,-39,1658407881,30
15,6399,SCHEDULED,-66,1658407914,30,-66,1658407914,30
16,6400,SCHEDULED,-25,1658407955,30,-25,1658407955,30
17,6408,SCHEDULED,-16,1658408084,30,-16,1658408084,30
18,6411,SCHEDULED,6,1658408106,30,6,1658408106,30
19,6412,SCHEDULED,-16,1658408144,30,-16,1658408144,30
20,6414,SCHEDULED,-55,1658408165,30,-55,1658408165,30
21,6435,SCHEDULED,-34,1658408186,30,-34,1658408186,30
22,6433,SCHEDULED,-68,1658408212,30,-68,1658408212,30
23,6385,SCHEDULED,-31,1658408249,30,-31,1658408249,30
24,6427,SCHEDULED,-63,1658408277,30,-63,1658408277,30
25,6424,SCHEDULED,-7,1658408333,30,-7,1658408333,30
26,6533,SCHEDULED,-50,1658408350,30,-50,1658408350,30
27,6531,SCHEDULED,-29,1658408371,30,-29,1658408371,30
28,6529,SCHEDULED,-55,1658408405,30,-55,1658408405,30
29,6517,SCHEDULED,-41,1658408419,30,-41,1658408419,30
30,6516,SCHEDULED,-68,1658408452,30,-68,1658408452,30
31,2439,SCHEDULED,-47,1658408473,30,-47,1658408473,30
32,2402,SCHEDULED,-87,1658408493,30,-87,1658408493,30
33,2425,SCHEDULED,-74,1658408506,30,-74,1658408506,30
34,2412,SCHEDULED,-69,1658408571,30,-69,1658408571,30
35,2413,SCHEDULED,-54,1658408586,30,-54,1658408586,30
36,2415,SCHEDULED,-34,1658408606,30,-34,1658408606,30
37,2417,SCHEDULED,-71,1658408629,30,-71,1658408629,30
38,2437,SCHEDULED,-89,1658408671,30,-89,1658408671,30
39,2427,SCHEDULED,-45,1658408715,30,-45,1658408715,30
40,2475,SCHEDULED,-52,1658408768,30,-52,1658408768,30
41,2471,SCHEDULED,-87,1658408793,30,-87,1658408793,30
42,10409,SCHEDULED,-55,1658408825,30,-55,1658408825,30
43,2467,SCHEDULED,-91,1658408849,30,-91,1658408849,30
44,2488,SCHEDULED,-91,1658408849,30,-91,1658408849,30
3,10900,SCHEDULED,187,1658405287,30,192,1658405287,30
4,11270,SCHEDULED,162,1658405502,30,162,1658405502,30
5,11272,SCHEDULED,156,1658405556,30,156,1658405556,30
6,469,SCHEDULED,195,1658405775,30,195,1658405775,30
7,897,SCHEDULED,154,1658405914,30,154,1658405914,30
8,891,SCHEDULED,190,1658406010,30,190,1658406010,30
9,884,SCHEDULED,142,1658406082,30,142,1658406082,30
10,893,SCHEDULED,160,1658406160,30,160,1658406160,30
11,10792,SCHEDULED,109,1658406289,30,109,1658406289,30
12,10780,SCHEDULED,81,1658406381,30,81,1658406381,30
13,10866,SCHEDULED,0,1658406600,30,0,1658406600,30
14,1090,SCHEDULED,-73,1658406707,30,-73,1658406707,30
1,1090,SCHEDULED,0,0,0,0,0,0
2,10802,SCHEDULED,16,1658408236,30,16,1658408236,30
3,10787,SCHEDULED,48,1658408388,30,48,1658408388,30
4,10793,SCHEDULED,-13,1658408507,30,-13,1658408507,30
5,892,SCHEDULED,45,1658408625,30,45,1658408625,30
6,889,SCHEDULED,1,1658408701,30,1,1658408701,30
7,890,SCHEDULED,-37,1658408783,30,-37,1658408783,30
2,4492,SCHEDULED,59,1658405279,30,72,1658405279,30
3,11037,SCHEDULED,100,1658405320,30,102,1658405320,30
4,11026,SCHEDULED,85,1658405365,30,85,1658405365,30
5,11027,SCHEDULED,107,1658405387,30,107,1658405387,30
6,11045,SCHEDULED,116,1658405456,30,116,1658405456,30
7,11047,SCHEDULED,136,1658405476,30,136,1658405476,30
8,11049,SCHEDULED,99,1658405499,30,99,1658405499,30
9,11051,SCHEDULED,114,1658405514,30,114,1658405514,30
10,11053,SCHEDULED,140,1658405540,30,140,1658405540,30
11,11056,SCHEDULED,98,1658405558,30,98,1658405558,30
12,11058,SCHEDULED,119,1658405579,30,119,1658405579,30
13,11059,SCHEDULED,81,1658405601,30,81,1658405601,30
14,11272,SCHEDULED,146,1658405666,30,146,1658405666,30
15,558,SCHEDULED,147,1658405727,30,147,1658405727,30
16,11218,SCHEDULED,184,1658405824,30,184,1658405824,30
17,468,SCHEDULED,149,1658405849,30,149,1658405849,30
18,469,SCHEDULED,177,1658405877,30,177,1658405877,30
19,499,SCHEDULED,155,1658405915,30,155,1658405915,30
20,568,SCHEDULED,130,1658405950,30,130,1658405950,30
21,897,SCHEDULED,136,1658406016,30,136,1658406016,30
22,566,SCHEDULED,134,1658406134,30,134,1658406134,30
23,611,SCHEDULED,96,1658406156,30,96,1658406156,30
24,201,SCHEDULED,97,1658406217,30,97,1658406217,30
25,202,SCHEDULED,99,1658406279,30,99,1658406279,30
26,216,SCHEDULED,50,1658406410,30,50,1658406410,30
27,220,SCHEDULED,63,1658406483,30,63,1658406483,30
28,35,SCHEDULED,-77,1658406643,30,-77,1658406643,30
29,42,SCHEDULED,-105,1658406795,30,-105,1658406795,30
30,117,SCHEDULED,-106,1658406914,30,-106,1658406914,30
31,119,SCHEDULED,-112,1658406968,30,-112,1658406968,30
32,121,SCHEDULED,-75,1658407005,30,-75,1658407005,30
33,10078,SCHEDULED,-140,1658407060,30,-140,1658407060,30
34,1056,SCHEDULED,-160,1658407100,30,-160,1658407100,30
35,814,SCHEDULED,-166,1658407154,30,-166,1658407154,30
36,816,SCHEDULED,-158,1658407222,30,-158,1658407222,30
37,819,SCHEDULED,-188,1658407252,30,-188,1658407252,30
38,821,SCHEDULED,-170,1658407270,30,-170,1658407270,30
39,828,SCHEDULED,-200,1658407300,30,-200,1658407300,30
40,10179,SCHEDULED,-163,1658407337,30,-163,1658407337,30
41,10180,SCHEDULED,-198,1658407362,30,-198,1658407362,30
42,1341,SCHEDULED,-221,1658407399,30,-221,1658407399,30
43,1332,SCHEDULED,-256,1658407424,30,-256,1658407424,30
44,1333,SCHEDULED,-235,1658407445,30,-235,1658407445,30
45,1354,SCHEDULED,-257,1658407483,30,-257,1658407483,30
46,10181,SCHEDULED,-291,1658407509,30,-291,1658407509,30
47,1360,SCHEDULED,-272,1658407528,30,-272,1658407528,30
48,1362,SCHEDULED,-261,1658407539,30,-261,1658407539,30
49,1364,SCHEDULED,-296,1658407564,30,-296,1658407564,30
50,1448,SCHEDULED,-314,1658407606,30,-314,1658407606,30
51,1444,SCHEDULED,-347,1658407633,30,-347,1658407633,30
52,1443,SCHEDULED,-367,1658407673,30,-367,1658407673,30
53,1440,SCHEDULED,-397,1658407703,30,-397,1658407703,30
54,10177,SCHEDULED,-375,1658407785,30,-375,1658407785,30
1,300030,SCHEDULED,0,0,0,0,0,0
2,300326,SCHEDULED,38,1658406218,30,38,1658406218,30
3,300327,SCHEDULED,96,1658406276,30,96,1658406276,30
4,300318,SCHEDULED,93,1658406333,30,93,1658406333,30
5,300319,SCHEDULED,62,1658406362,30,62,1658406362,30
6,300320,SCHEDULED,25,1658406385,30,25,1658406385,30
7,319470,SCHEDULED,-2,1658406478,30,-2,1658406478,30
8,300538,SCHEDULED,29,1658406569,30,29,1658406569,30
9,300539,SCHEDULED,3,1658406603,30,3,1658406603,30
10,300049,SCHEDULED,-1,1658406719,30,-1,1658406719,30
11,300556,SCHEDULED,19,1658406799,30,19,1658406799,30
12,300557,SCHEDULED,-3,1658406837,30,-3,1658406837,30
13,300552,SCHEDULED,18,1658406918,30,18,1658406918,30
14,319692,SCHEDULED,3,1658406963,30,3,1658406963,30
15,319691,SCHEDULED,-13,1658407007,30,-13,1658407007,30
16,319682,SCHEDULED,-3,1658407077,30,-3,1658407077,30
17,319680,SCHEDULED,27,1658407107,30,27,1658407107,30
18,319678,SCHEDULED,15,1658407155,30,15,1658407155,30
19,319668,SCHEDULED,59,1658407199,30,59,1658407199,30
20,300141,SCHEDULED,54,1658407254,30,54,1658407254,30
21,319971,SCHEDULED,-58,1658407562,30,-58,1658407562,30
22,320865,SCHEDULED,-123,1658407677,30,-58,1658407677,30
20,300321,SCHEDULED,19,1658405299,30,19,1658405299,30
21,300324,SCHEDULED,78,1658405418,30,78,1658405418,30
22,300325,SCHEDULED,106,1658405506,30,106,1658405506,30
23,300030,SCHEDULED,133,1658405653,30,133,1658405653,30
6,319679,SCHEDULED,128,1658405288,30,132,1658405288,30
7,319681,SCHEDULED,130,1658405350,30,130,1658405350,30
8,319690,SCHEDULED,134,1658405414,30,134,1658405414,30
9,319720,SCHEDULED,162,1658405502,30,162,1658405502,30
10,300555,SCHEDULED,159,1658405559,30,159,1658405559,30
11,300558,SCHEDULED,147,1658405667,30,147,1658405667,30
12,300559,SCHEDULED,93,1658405733,30,93,1658405733,30
13,300560,SCHEDULED,117,1658405817,30,117,1658405817,30
14,300050,SCHEDULED,81,1658405901,30,81,1658405901,30
15,300540,SCHEDULED,108,1658405988,30,108,1658405988,30
16,300541,SCHEDULED,105,1658406045,30,105,1658406045,30
17,300551,SCHEDULED,180,1658406180,30,180,1658406180,30
18,300322,SCHEDULED,217,1658406337,30,217,1658406337,30
19,300323,SCHEDULED,262,1658406382,30,262,1658406382,30
20,300321,SCHEDULED,257,1658406437,30,257,1658406437,30
21,300324,SCHEDULED,316,1658406556,30,316,1658406556,30
22,300325,SCHEDULED,345,1658406645,30,345,1658406645,30
23,300030,SCHEDULED,371,1658406791,30,371,1658406791,30
1,300030,SCHEDULED,0,0,0,0,0,0
2,300326,SCHEDULED,38,1658407118,30,38,1658407118,30
3,300327,SCHEDULED,96,1658407176,30,96,1658407176,30
4,300318,SCHEDULED,93,1658407233,30,93,1658407233,30
5,300319,SCHEDULED,62,1658407262,30,62,1658407262,30
6,300320,SCHEDULED,25,1658407285,30,25,1658407285,30
7,319470,SCHEDULED,-2,1658407378,30,-2,1658407378,30
8,300538,SCHEDULED,29,1658407469,30,29,1658407469,30
9,300539,SCHEDULED,3,1658407503,30,3,1658407503,30
10,300049,SCHEDULED,-1,1658407619,30,-1,1658407619,30
11,300556,SCHEDULED,19,1658407699,30,19,1658407699,30
12,300557,SCHEDULED,-3,1658407737,30,-3,1658407737,30
13,300552,SCHEDULED,18,1658407818,30,18,1658407818,30
14,319692,SCHEDULED,3,1658407863,30,3,1658407863,30
15,319691,SCHEDULED,-13,1658407907,30,-13,1658407907,30
16,319682,SCHEDULED,-3,1658407977,30,-3,1658407977,30
17,319680,SCHEDULED,27,1658408007,30,27,1658408007,30
18,319678,SCHEDULED,15,1658408055,30,15,1658408055,30
19,319668,SCHEDULED,59,1658408099,30,59,1658408099,30
20,300141,SCHEDULED,54,1658408154,30,54,1658408154,30
21,319971,SCHEDULED,-58,1658408462,30,-58,1658408462,30
22,320865,SCHEDULED,-123,1658408577,30,-58,1658408577,30
1,1090,SCHEDULED,0,0,0,0,0,0
2,10802,SCHEDULED,24,1658405844,30,24,1658405844,30
3,10787,SCHEDULED,56,1658405996,30,56,1658405996,30
4,10793,SCHEDULED,-1,1658406119,30,-1,1658406119,30
5,892,SCHEDULED,54,1658406234,30,54,1658406234,30
6,889,SCHEDULED,7,1658406307,30,7,1658406307,30
7,890,SCHEDULED,-26,1658406394,30,-26,1658406394,30
8,896,SCHEDULED,-50,1658406490,30,-50,1658406490,30
9,3947,SCHEDULED,-95,1658407225,30,-95,1658407225,30
10,3935,SCHEDULED,-61,1658407319,30,-61,1658407319,30
11,4076,SCHEDULED,-87,1658407473,30,-87,1658407473,30
12,10902,SCHEDULED,-116,1658407504,30,-116,1658407504,30
13,3337,SCHEDULED,-165,1658407575,30,-165,1658407575,30
14,3342,SCHEDULED,-151,1658407649,30,-151,1658407649,30
15,3350,SCHEDULED,-151,1658407709,30,-151,1658407709,30
16,3376,SCHEDULED,-187,1658407733,30,-187,1658407733,30
17,3359,SCHEDULED,-218,1658407822,30,-218,1658407822,30
18,10029,SCHEDULED,-189,1658407851,30,-189,1658407851,30
19,10903,SCHEDULED,-231,1658407929,30,-231,1658407929,30
20,3183,SCHEDULED,-243,1658408037,30,-243,1658408037,30
21,10708,SCHEDULED,-298,1658408102,30,-298,1658408102,30
22,3172,SCHEDULED,-321,1658408139,30,-321,1658408139,30
23,10904,SCHEDULED,-303,1658408217,30,-303,1658408217,30
24,3167,SCHEDULED,-344,1658408296,30,-344,1658408296,30
25,3170,SCHEDULED,-365,1658408335,30,-365,1658408335,30
26,3147,SCHEDULED,-360,1658408400,30,-360,1658408400,30
27,3146,SCHEDULED,-424,1658408456,30,-424,1658408456,30
28,3134,SCHEDULED,-422,1658408518,30,-422,1658408518,30
29,519,SCHEDULED,-451,1658408549,30,-451,1658408549,30
30,520,SCHEDULED,-478,1658408642,30,-451,1658408642,30
4,10793,SCHEDULED,53,1658405273,30,72,1658405273,30
5,892,SCHEDULED,108,1658405388,30,108,1658405388,30
6,889,SCHEDULED,63,1658405463,30,63,1658405463,30
7,890,SCHEDULED,27,1658405547,30,27,1658405547,30
8,896,SCHEDULED,5,1658405645,30,5,1658405645,30
9,3947,SCHEDULED,-36,1658406384,30,-36,1658406384,30
10,3935,SCHEDULED,-1,1658406479,30,-1,1658406479,30
11,4076,SCHEDULED,-25,1658406635,30,-25,1658406635,30
12,10902,SCHEDULED,-53,1658406667,30,-53,1658406667,30
13,3337,SCHEDULED,-105,1658406735,30,-105,1658406735,30
14,3342,SCHEDULED,-88,1658406812,30,-88,1658406812,30
15,3350,SCHEDULED,-83,1658406877,30,-83,1658406877,30
16,3376,SCHEDULED,-117,1658406903,30,-117,1658406903,30
17,3359,SCHEDULED,-147,1658406993,30,-147,1658406993,30
18,10029,SCHEDULED,-121,1658407019,30,-121,1658407019,30
19,10903,SCHEDULED,-171,1658407089,30,-171,1658407089,30
20,3183,SCHEDULED,-181,1658407199,30,-181,1658407199,30
21,10708,SCHEDULED,-232,1658407268,30,-232,1658407268,30
22,3172,SCHEDULED,-254,1658407306,30,-254,1658407306,30
23,10904,SCHEDULED,-239,1658407381,30,-239,1658407381,30
24,3167,SCHEDULED,-279,1658407461,30,-279,1658407461,30
25,3170,SCHEDULED,-301,1658407499,30,-301,1658407499,30
26,3147,SCHEDULED,-298,1658407562,30,-298,1658407562,30
27,3146,SCHEDULED,-362,1658407618,30,-362,1658407618,30
28,3134,SCHEDULED,-360,1658407680,30,-360,1658407680,30
29,519,SCHEDULED,-374,1658407726,30,-374,1658407726,30
1,320862,SCHEDULED,-157,1658405243,30,0,1658405243,30
2,319727,SCHEDULED,-44,1658405536,30,-44,1658405536,30
3,319663,SCHEDULED,-152,1658405788,30,-152,1658405788,30
4,319667,SCHEDULED,-174,1658405826,30,-174,1658405826,30
5,319669,SCHEDULED,-109,1658405891,30,-109,1658405891,30
6,319679,SCHEDULED,-101,1658405959,30,-101,1658405959,30
7,319681,SCHEDULED,-90,1658406030,30,-90,1658406030,30
8,319690,SCHEDULED,-86,1658406094,30,-86,1658406094,30
9,319720,SCHEDULED,-57,1658406183,30,-57,1658406183,30
10,300555,SCHEDULED,-61,1658406239,30,-61,1658406239,30
11,300558,SCHEDULED,-73,1658406347,30,-73,1658406347,30
12,300559,SCHEDULED,-126,1658406414,30,-126,1658406414,30
13,300560,SCHEDULED,-102,1658406498,30,-102,1658406498,30
14,300050,SCHEDULED,-139,1658406581,30,-139,1658406581,30
15,300540,SCHEDULED,-112,1658406668,30,-112,1658406668,30
16,300541,SCHEDULED,-115,1658406725,30,-115,1658406725,30
17,300551,SCHEDULED,-40,1658406860,30,-40,1658406860,30
18,300322,SCHEDULED,-3,1658407017,30,-3,1658407017,30
19,300323,SCHEDULED,42,1658407062,30,42,1658407062,30
20,300321,SCHEDULED,37,1658407117,30,37,1658407117,30
21,300324,SCHEDULED,96,1658407236,30,96,1658407236,30
22,300325,SCHEDULED,125,1658407325,30,125,1658407325,30
23,300030,SCHEDULED,151,1658407471,30,151,1658407471,30
1,1090,SCHEDULED,0,0,0,0,0,0
2,10802,SCHEDULED,24,1658407644,30,24,1658407644,30
3,10787,SCHEDULED,56,1658407796,30,56,1658407796,30
4,10793,SCHEDULED,-1,1658407919,30,-1,1658407919,30
5,892,SCHEDULED,54,1658408034,30,54,1658408034,30
6,889,SCHEDULED,7,1658408107,30,7,1658408107,30
7,890,SCHEDULED,-26,1658408194,30,-26,1658408194,30
8,896,SCHEDULED,-50,1658408290,30,-50,1658408290,30
1,600007,SCHEDULED,0,0,0,0,0,0
2,600010,SCHEDULED,0,1658407140,30,0,1658407140,30
3,600019,SCHEDULED,0,1658407260,30,0,1658407260,30
4,600029,SCHEDULED,0,1658407500,30,0,1658407500,30
5,600279,SCHEDULED,0,1658407680,30,0,1658407680,30
6,600283,SCHEDULED,0,1658407800,30,0,1658407800,30
7,600287,SCHEDULED,0,1658407920,30,0,1658407920,30
8,600291,SCHEDULED,0,1658408100,30,0,1658408100,30
9,600295,SCHEDULED,0,1658408220,30,0,1658408220,30
10,600299,SCHEDULED,0,1658408340,30,0,1658408340,30
11,600303,SCHEDULED,0,1658408460,30,0,1658408460,30
12,600309,SCHEDULED,0,1658408580,30,0,1658408580,30
13,600314,SCHEDULED,0,1658408700,30,0,1658408700,30
14,600318,SCHEDULED,0,1658408880,30,0,1658408880,30
15,600321,SCHEDULED,0,1658409060,30,0,1658409060,30
16,600325,SCHEDULED,0,1658409300,30,0,1658409300,30
17,600088,SCHEDULED,0,1658409660,30,0,1658409660,30
18,600089,SCHEDULED,0,1658409840,30,0,1658409840,30
19,600002,SCHEDULED,60,1658405280,30,90,1658405280,30
20,600010,SCHEDULED,59,1658405399,30,89,1658405399,30
21,600019,SCHEDULED,89,1658405549,30,29,1658405549,30
22,600029,SCHEDULED,-1,1658405699,30,29,1658405699,30
23,600279,SCHEDULED,-1,1658405879,30,29,1658405879,30
24,600283,SCHEDULED,-1,1658405999,30,29,1658405999,30
25,600287,SCHEDULED,-1,1658406119,30,29,1658406119,30
26,600291,SCHEDULED,-1,1658406299,30,29,1658406299,30
27,600295,SCHEDULED,-1,1658406419,30,29,1658406419,30
28,600299,SCHEDULED,-1,1658406539,30,29,1658406539,30
29,600303,SCHEDULED,-1,1658406659,30,29,1658406659,30
30,600309,SCHEDULED,-1,1658406779,30,29,1658406779,30
31,600314,SCHEDULED,-1,1658406899,30,29,1658406899,30
32,600318,SCHEDULED,-1,1658407079,30,29,1658407079,30
33,600321,SCHEDULED,-1,1658407259,30,29,1658407259,30
34,600325,SCHEDULED,-1,1658407499,30,29,1658407499,30
35,600088,SCHEDULED,-1,1658407859,30,29,1658407859,30
36,600089,SCHEDULED,29,1658408069,30,29,1658408069,30
1,600634,SCHEDULED,50,1658404010,30,50,1658404010,30
2,600635,SCHEDULED,16,1658404216,30,67,1658404216,30
3,600637,SCHEDULED,33,1658404353,30,67,1658404353,30
4,600639,SCHEDULED,-15,1658404485,30,47,1658404485,30
5,600641,SCHEDULED,9,1658404629,30,48,1658404629,30
6,600643,SCHEDULED,0,1658404740,30,0,1658404740,30
7,600645,SCHEDULED,28,1658404948,30,89,1658404948,30
8,600461,SCHEDULED,59,1658405099,30,89,1658405099,30
9,600458,SCHEDULED,68,1658405288,30,98,1658405288,30
10,600455,SCHEDULED,59,1658405399,30,89,1658405399,30
11,600452,SCHEDULED,59,1658405579,30,89,1658405579,30
12,600449,SCHEDULED,59,1658405819,30,89,1658405819,30
13,600446,SCHEDULED,59,1658405939,30,89,1658405939,30
14,600443,SCHEDULED,59,1658406059,30,89,1658406059,30
15,600440,SCHEDULED,59,1658406179,30,89,1658406179,30
16,600437,SCHEDULED,59,1658406299,30,89,1658406299,30
17,600408,SCHEDULED,89,1658406449,30,89,1658406449,30
1,600007,SCHEDULED,0,0,0,0,0,0
2,600010,SCHEDULED,0,1658408940,30,0,1658408940,30
3,600019,SCHEDULED,0,1658409060,30,0,1658409060,30
4,600029,SCHEDULED,0,1658409300,30,0,1658409300,30
5,600279,SCHEDULED,0,1658409480,30,0,1658409480,30
6,600283,SCHEDULED,0,1658409600,30,0,1658409600,30
7,600287,SCHEDULED,0,1658409720,30,0,1658409720,30
8,600291,SCHEDULED,0,1658409900,30,0,1658409900,30
9,600295,SCHEDULED,0,1658410020,30,0,1658410020,30
10,600299,SCHEDULED,0,1658410140,30,0,1658410140,30
11,600303,SCHEDULED,0,1658410260,30,0,1658410260,30
12,600309,SCHEDULED,0,1658410380,30,0,1658410380,30
13,600314,SCHEDULED,0,1658410500,30,0,1658410500,30
14,600318,SCHEDULED,0,1658410680,30,0,1658410680,30
15,600321,SCHEDULED,0,1658410860,30,0,1658410860,30
16,600325,SCHEDULED,0,1658411100,30,0,1658411100,30
17,600088,SCHEDULED,0,1658411460,30,0,1658411460,30
18,600089,SCHEDULED,0,1658411640,30,0,1658411640,30
1,600005,SCHEDULED,0,0,0,72,0,0
2,600014,SCHEDULED,95,1658385275,30,137,1658385275,30
3,600017,SCHEDULED,70,1658385430,30,68,1658385430,30
4,600036,SCHEDULED,21,1658385621,30,58,1658385621,30
5,600012,SCHEDULED,-3,1658385897,30,110,1658385897,30
6,600189,SCHEDULED,40,1658386060,30,100,1658386060,30
7,600192,SCHEDULED,30,1658386230,30,91,1658386230,30
8,600213,SCHEDULED,23,1658387123,30,53,1658387123,30
9,600230,SCHEDULED,188,1658388068,30,307,1658388068,30
10,600240,SCHEDULED,284,1658388704,30,259,1658388704,30
11,600242,SCHEDULED,246,1658389146,30,320,1658389146,30
12,600243,SCHEDULED,211,1658389411,30,271,1658389411,30
13,600119,SCHEDULED,222,1658389722,30,282,1658389722,30
14,600185,SCHEDULED,216,1658390016,30,283,1658390016,30
15,600118,SCHEDULED,213,1658390373,30,243,1658390373,30
16,600247,SCHEDULED,203,1658390603,30,203,1658390603,30
2,315131,SCHEDULED,65,1658405405,30,65,1658405405,30
3,301622,SCHEDULED,56,1658405516,30,56,1658405516,30
4,321076,SCHEDULED,123,1658405643,30,123,1658405643,30
5,316444,SCHEDULED,140,1658405720,30,140,1658405720,30
6,301797,SCHEDULED,140,1658406020,30,140,1658406020,30
7,317860,SCHEDULED,140,1658406080,30,140,1658406080,30
8,301795,SCHEDULED,140,1658406140,30,140,1658406140,30
9,320847,SCHEDULED,140,1658406320,30,140,1658406320,30
10,320497,SCHEDULED,140,1658406380,30,140,1658406380,30
11,320193,SCHEDULED,140,1658406440,30,140,1658406440,30
12,301700,SCHEDULED,140,1658406920,30,140,1658406920,30
13,301702,SCHEDULED,140,1658406980,30,140,1658406980,30
14,301698,SCHEDULED,140,1658406980,30,140,1658406980,30
15,301708,SCHEDULED,140,1658407040,30,140,1658407040,30
16,301709,SCHEDULED,140,1658407100,30,140,1658407100,30
17,301705,SCHEDULED,140,1658407160,30,140,1658407160,30
18,301505,SCHEDULED,140,1658407220,30,140,1658407220,30
19,301511,SCHEDULED,140,1658407280,30,140,1658407280,30
20,301506,SCHEDULED,140,1658407340,30,140,1658407340,30
21,301509,SCHEDULED,140,1658407460,30,140,1658407460,30
22,301657,SCHEDULED,140,1658407640,30,140,1658407640,30
23,320386,SCHEDULED,140,1658407700,30,140,1658407700,30
24,320837,SCHEDULED,140,1658407760,30,140,1658407760,30
32,600318,SCHEDULED,34,1658405314,30,64,1658405314,30
33,600321,SCHEDULED,-18,1658405442,30,12,1658405442,30
34,600325,SCHEDULED,-18,1658405682,30,12,1658405682,30
35,600088,SCHEDULED,-18,1658406042,30,12,1658406042,30
36,600089,SCHEDULED,12,1658406252,30,12,1658406252,30
1,600005,SCHEDULED,0,0,0,0,0,0
2,600014,SCHEDULED,0,1658408100,30,0,1658408100,30
3,600018,SCHEDULED,0,1658408280,30,0,1658408280,30
4,600034,SCHEDULED,0,1658408520,30,0,1658408520,30
5,600012,SCHEDULED,0,1658408820,30,0,1658408820,30
1,600634,SCHEDULED,0,0,0,0,0,0
2,600635,SCHEDULED,-30,1658405970,30,0,1658405970,30
3,600637,SCHEDULED,-30,1658406090,30,0,1658406090,30
4,600639,SCHEDULED,-30,1658406270,30,0,1658406270,30
5,600641,SCHEDULED,-30,1658406390,30,0,1658406390,30
6,600643,SCHEDULED,-30,1658406510,30,0,1658406510,30
7,600645,SCHEDULED,-30,1658406690,30,0,1658406690,30
8,600461,SCHEDULED,-30,1658406810,30,0,1658406810,30
9,600458,SCHEDULED,-30,1658406990,30,0,1658406990,30
10,600455,SCHEDULED,-30,1658407110,30,0,1658407110,30
11,600452,SCHEDULED,-30,1658407290,30,0,1658407290,30
